model_08,displ_08,cyl_08,trans_08,drive_08,fuel_08,veh_class_08,air_pollut_08,city_mpg_08,hwy_mpg_08,cmb_mpg_08,greenhouse_08,smartway_08,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
ACURA RDX,2.3,4.0,Auto-S5,4WD,Gasoline,SUV,7.0,17.0,22.0,19.0,5.0,no,ACURA RDX,3.5,6.0,SemiAuto-6,2WD,Gasoline,small SUV,3.0,20.0,28.0,23.0,5.0,No
ACURA RDX,2.3,4.0,Auto-S5,4WD,Gasoline,SUV,7.0,17.0,22.0,19.0,5.0,no,ACURA RDX,3.5,6.0,SemiAuto-6,4WD,Gasoline,small SUV,3.0,19.0,27.0,22.0,4.0,No
AUDI A3,2.0,4.0,Man-6,2WD,Gasoline,station wagon,7.0,21.0,29.0,24.0,7.0,yes,AUDI A3,2.0,4.0,AMS-6,4WD,Gasoline,small car,7.0,24.0,31.0,27.0,6.0,No
AUDI A3,2.0,4.0,Man-6,2WD,Gasoline,station wagon,7.0,21.0,29.0,24.0,7.0,yes,AUDI A3,2.0,4.0,AMS-7,2WD,Gasoline,small car,7.0,26.0,35.0,29.0,6.0,No
AUDI A3,2.0,4.0,Auto-S6,2WD,Gasoline,station wagon,7.0,22.0,29.0,25.0,7.0,yes,AUDI A3,2.0,4.0,AMS-6,4WD,Gasoline,small car,7.0,24.0,31.0,27.0,6.0,No
AUDI A3,2.0,4.0,Auto-S6,2WD,Gasoline,station wagon,7.0,22.0,29.0,25.0,7.0,yes,AUDI A3,2.0,4.0,AMS-7,2WD,Gasoline,small car,7.0,26.0,35.0,29.0,6.0,No
AUDI A3,3.2,6.0,Auto-S6,4WD,Gasoline,station wagon,6.0,18.0,25.0,21.0,6.0,no,AUDI A3,2.0,4.0,AMS-6,4WD,Gasoline,small car,7.0,24.0,31.0,27.0,6.0,No
AUDI A3,3.2,6.0,Auto-S6,4WD,Gasoline,station wagon,6.0,18.0,25.0,21.0,6.0,no,AUDI A3,2.0,4.0,AMS-7,2WD,Gasoline,small car,7.0,26.0,35.0,29.0,6.0,No
AUDI A4,2.0,4.0,Auto-AV,2WD,Gasoline,small car,7.0,21.0,30.0,24.0,7.0,yes,AUDI A4,2.0,4.0,AMS-7,4WD,Gasoline,small car,5.0,24.0,34.0,27.0,6.0,No
AUDI A4,2.0,4.0,Auto-AV,2WD,Gasoline,small car,7.0,21.0,30.0,24.0,7.0,yes,AUDI A4,2.0,4.0,Man-6,4WD,Gasoline,small car,3.0,24.0,33.0,27.0,6.0,No
AUDI A4,3.1,6.0,Man-6,4WD,Gasoline,small car,6.0,15.0,25.0,19.0,5.0,no,AUDI A4,2.0,4.0,AMS-7,4WD,Gasoline,small car,5.0,24.0,34.0,27.0,6.0,No
AUDI A4,3.1,6.0,Man-6,4WD,Gasoline,small car,6.0,15.0,25.0,19.0,5.0,no,AUDI A4,2.0,4.0,Man-6,4WD,Gasoline,small car,3.0,24.0,33.0,27.0,6.0,No
AUDI A4,3.1,6.0,Auto-S6,4WD,Gasoline,small car,6.0,17.0,25.0,20.0,6.0,no,AUDI A4,2.0,4.0,AMS-7,4WD,Gasoline,small car,5.0,24.0,34.0,27.0,6.0,No
AUDI A4,3.1,6.0,Auto-S6,4WD,Gasoline,small car,6.0,17.0,25.0,20.0,6.0,no,AUDI A4,2.0,4.0,Man-6,4WD,Gasoline,small car,3.0,24.0,33.0,27.0,6.0,No
AUDI A4,3.1,6.0,Auto-AV,2WD,Gasoline,small car,6.0,18.0,27.0,21.0,6.0,no,AUDI A4,2.0,4.0,AMS-7,4WD,Gasoline,small car,5.0,24.0,34.0,27.0,6.0,No
AUDI A4,3.1,6.0,Auto-AV,2WD,Gasoline,small car,6.0,18.0,27.0,21.0,6.0,no,AUDI A4,2.0,4.0,Man-6,4WD,Gasoline,small car,3.0,24.0,33.0,27.0,6.0,No
AUDI A6,3.1,6.0,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6.0,no,AUDI A6,2.0,4.0,AMS-7,2WD,Gasoline,midsize car,5.0,25.0,34.0,28.0,6.0,No
AUDI A6,3.1,6.0,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6.0,no,AUDI A6,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,22.0,31.0,26.0,5.0,No
AUDI A6,3.1,6.0,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6.0,no,AUDI A6,3.0,6.0,SemiAuto-8,4WD,Gasoline,midsize car,3.0,20.0,29.0,23.0,5.0,No
AUDI A6,3.1,6.0,Auto-AV,2WD,Gasoline,midsize car,6.0,18.0,27.0,21.0,6.0,no,AUDI A6,2.0,4.0,AMS-7,2WD,Gasoline,midsize car,5.0,25.0,34.0,28.0,6.0,No
AUDI A6,3.1,6.0,Auto-AV,2WD,Gasoline,midsize car,6.0,18.0,27.0,21.0,6.0,no,AUDI A6,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,22.0,31.0,26.0,5.0,No
AUDI A6,3.1,6.0,Auto-AV,2WD,Gasoline,midsize car,6.0,18.0,27.0,21.0,6.0,no,AUDI A6,3.0,6.0,SemiAuto-8,4WD,Gasoline,midsize car,3.0,20.0,29.0,23.0,5.0,No
AUDI A6,4.2,8.0,Auto-S6,4WD,Gasoline,midsize car,6.0,16.0,23.0,18.0,5.0,no,AUDI A6,2.0,4.0,AMS-7,2WD,Gasoline,midsize car,5.0,25.0,34.0,28.0,6.0,No
AUDI A6,4.2,8.0,Auto-S6,4WD,Gasoline,midsize car,6.0,16.0,23.0,18.0,5.0,no,AUDI A6,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,22.0,31.0,26.0,5.0,No
AUDI A6,4.2,8.0,Auto-S6,4WD,Gasoline,midsize car,6.0,16.0,23.0,18.0,5.0,no,AUDI A6,3.0,6.0,SemiAuto-8,4WD,Gasoline,midsize car,3.0,20.0,29.0,23.0,5.0,No
AUDI A8 L,4.2,8.0,Auto-S6,4WD,Gasoline,large car,6.0,16.0,23.0,18.0,5.0,no,AUDI A8 L,3.0,6.0,SemiAuto-8,4WD,Gasoline,large car,3.0,19.0,29.0,22.0,4.0,No
AUDI A8 L,6.0,12.0,Auto-S6,4WD,Gasoline,large car,6.0,13.0,19.0,15.0,3.0,no,AUDI A8 L,3.0,6.0,SemiAuto-8,4WD,Gasoline,large car,3.0,19.0,29.0,22.0,4.0,No
AUDI Q7,3.6,6.0,Auto-S6,4WD,Gasoline,SUV,6.0,14.0,20.0,16.0,4.0,no,AUDI Q7,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,19.0,25.0,21.0,4.0,No
AUDI Q7,3.6,6.0,Auto-S6,4WD,Gasoline,SUV,6.0,14.0,20.0,16.0,4.0,no,AUDI Q7,3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,19.0,25.0,21.0,4.0,No
AUDI Q7,4.2,8.0,Auto-S6,4WD,Gasoline,SUV,6.0,12.0,17.0,14.0,2.0,no,AUDI Q7,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,19.0,25.0,21.0,4.0,No
AUDI Q7,4.2,8.0,Auto-S6,4WD,Gasoline,SUV,6.0,12.0,17.0,14.0,2.0,no,AUDI Q7,3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,19.0,25.0,21.0,4.0,No
AUDI S4,4.2,8.0,Man-6,4WD,Gasoline,small car,6.0,13.0,20.0,15.0,3.0,no,AUDI S4,3.0,6.0,AMS-8,4WD,Gasoline,small car,5.0,21.0,30.0,24.0,5.0,No
AUDI S4,4.2,8.0,Auto-S6,4WD,Gasoline,small car,6.0,14.0,21.0,16.0,4.0,no,AUDI S4,3.0,6.0,AMS-8,4WD,Gasoline,small car,5.0,21.0,30.0,24.0,5.0,No
AUDI S5,4.2,8.0,Man-6,4WD,Gasoline,small car,6.0,14.0,21.0,16.0,4.0,no,AUDI S5,3.0,6.0,AMS-8,4WD,Gasoline,small car,5.0,21.0,30.0,24.0,5.0,No
AUDI TT Coupe,2.0,4.0,Auto-S6,2WD,Gasoline,small car,7.0,23.0,31.0,26.0,8.0,yes,AUDI TT Coupe,2.0,4.0,AMS-6,4WD,Gasoline,small car,7.0,23.0,30.0,26.0,5.0,No
AUDI TT Coupe,3.2,6.0,Man-6,4WD,Gasoline,small car,6.0,17.0,24.0,19.0,5.0,no,AUDI TT Coupe,2.0,4.0,AMS-6,4WD,Gasoline,small car,7.0,23.0,30.0,26.0,5.0,No
AUDI TT Coupe,3.2,6.0,Auto-S6,4WD,Gasoline,small car,6.0,18.0,24.0,20.0,6.0,no,AUDI TT Coupe,2.0,4.0,AMS-6,4WD,Gasoline,small car,7.0,23.0,30.0,26.0,5.0,No
AUDI TT Roadster,2.0,4.0,Auto-S6,2WD,Gasoline,small car,7.0,22.0,29.0,25.0,7.0,yes,AUDI TT Roadster,2.0,4.0,AMS-6,4WD,Gasoline,small car,7.0,23.0,30.0,26.0,5.0,No
AUDI TT Roadster,3.2,6.0,Man-6,4WD,Gasoline,small car,6.0,17.0,24.0,19.0,5.0,no,AUDI TT Roadster,2.0,4.0,AMS-6,4WD,Gasoline,small car,7.0,23.0,30.0,26.0,5.0,No
AUDI TT Roadster,3.2,6.0,Auto-S6,4WD,Gasoline,small car,6.0,18.0,24.0,20.0,6.0,no,AUDI TT Roadster,2.0,4.0,AMS-6,4WD,Gasoline,small car,7.0,23.0,30.0,26.0,5.0,No
BMW 750i,4.8,8.0,Auto-S6,2WD,Gasoline,large car,7.0,17.0,25.0,20.0,6.0,yes,BMW 750i,4.4,8.0,SemiAuto-8,2WD,Gasoline,large car,3.0,17.0,25.0,20.0,4.0,No
BMW 750i,4.8,8.0,Auto-S6,2WD,Gasoline,large car,7.0,17.0,25.0,20.0,6.0,yes,BMW 750i,4.4,8.0,SemiAuto-8,4WD,Gasoline,large car,3.0,16.0,25.0,19.0,3.0,No
BMW Alpina B7,4.4,8.0,Auto-S6,2WD,Gasoline,large car,6.0,15.0,23.0,18.0,5.0,no,BMW Alpina B7,4.4,8.0,SemiAuto-8,4WD,Gasoline,large car,3.0,16.0,25.0,19.0,3.0,No
BMW M6 Convertible,5.0,10.0,Man-6,2WD,Gasoline,small car,6.0,12.0,18.0,14.0,2.0,no,BMW M6 Convertible,4.4,8.0,AMS-7,2WD,Gasoline,small car,1.0,14.0,20.0,16.0,2.0,No
BMW M6 Convertible,5.0,10.0,Man-6,2WD,Gasoline,small car,6.0,12.0,18.0,14.0,2.0,no,BMW M6 Convertible,4.4,8.0,Man-6,2WD,Gasoline,small car,1.0,15.0,22.0,17.0,3.0,No
BMW M6 Convertible,5.0,10.0,Auto-S7,2WD,Gasoline,small car,6.0,12.0,19.0,14.0,2.0,no,BMW M6 Convertible,4.4,8.0,AMS-7,2WD,Gasoline,small car,1.0,14.0,20.0,16.0,2.0,No
BMW M6 Convertible,5.0,10.0,Auto-S7,2WD,Gasoline,small car,6.0,12.0,19.0,14.0,2.0,no,BMW M6 Convertible,4.4,8.0,Man-6,2WD,Gasoline,small car,1.0,15.0,22.0,17.0,3.0,No
CADILLAC CTS,3.6,6.0,Man-6,2WD,Gasoline,midsize car,6.0,16.0,25.0,19.0,5.0,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,22.0,30.0,25.0,5.0,No
CADILLAC CTS,3.6,6.0,Man-6,2WD,Gasoline,midsize car,6.0,16.0,25.0,19.0,5.0,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,21.0,29.0,24.0,5.0,No
CADILLAC CTS,3.6,6.0,Man-6,2WD,Gasoline,midsize car,6.0,16.0,25.0,19.0,5.0,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,3.0,16.0,24.0,19.0,3.0,No
CADILLAC CTS,3.6,6.0,Man-6,2WD,Gasoline,midsize car,6.0,16.0,25.0,19.0,5.0,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,20.0,30.0,24.0,5.0,No
CADILLAC CTS,3.6,6.0,Man-6,2WD,Gasoline,midsize car,6.0,16.0,25.0,19.0,5.0,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,19.0,27.0,22.0,4.0,No
CADILLAC CTS,3.6,6.0,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6.0,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,22.0,30.0,25.0,5.0,No
CADILLAC CTS,3.6,6.0,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6.0,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,21.0,29.0,24.0,5.0,No
CADILLAC CTS,3.6,6.0,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6.0,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,3.0,16.0,24.0,19.0,3.0,No
CADILLAC CTS,3.6,6.0,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6.0,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,20.0,30.0,24.0,5.0,No
CADILLAC CTS,3.6,6.0,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,25.0,20.0,6.0,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,19.0,27.0,22.0,4.0,No
CADILLAC CTS,3.6,6.0,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6.0,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,22.0,30.0,25.0,5.0,No
CADILLAC CTS,3.6,6.0,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6.0,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,21.0,29.0,24.0,5.0,No
CADILLAC CTS,3.6,6.0,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6.0,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,3.0,16.0,24.0,19.0,3.0,No
CADILLAC CTS,3.6,6.0,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6.0,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,20.0,30.0,24.0,5.0,No
CADILLAC CTS,3.6,6.0,Auto-S6,4WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6.0,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,19.0,27.0,22.0,4.0,No
CADILLAC CTS,3.6,6.0,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6.0,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,22.0,30.0,25.0,5.0,No
CADILLAC CTS,3.6,6.0,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6.0,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,21.0,29.0,24.0,5.0,No
CADILLAC CTS,3.6,6.0,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6.0,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,3.0,16.0,24.0,19.0,3.0,No
CADILLAC CTS,3.6,6.0,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6.0,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,20.0,30.0,24.0,5.0,No
CADILLAC CTS,3.6,6.0,Auto-S6,2WD,Gasoline,midsize car,6.0,17.0,26.0,20.0,6.0,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,19.0,27.0,22.0,4.0,No
CADILLAC CTS,3.6,6.0,Auto-S6,2WD,Gasoline,midsize car,6.0,18.0,26.0,21.0,6.0,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,22.0,30.0,25.0,5.0,No
CADILLAC CTS,3.6,6.0,Auto-S6,2WD,Gasoline,midsize car,6.0,18.0,26.0,21.0,6.0,no,CADILLAC CTS,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,21.0,29.0,24.0,5.0,No
CADILLAC CTS,3.6,6.0,Auto-S6,2WD,Gasoline,midsize car,6.0,18.0,26.0,21.0,6.0,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,3.0,16.0,24.0,19.0,3.0,No
CADILLAC CTS,3.6,6.0,Auto-S6,2WD,Gasoline,midsize car,6.0,18.0,26.0,21.0,6.0,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5.0,20.0,30.0,24.0,5.0,No
CADILLAC CTS,3.6,6.0,Auto-S6,2WD,Gasoline,midsize car,6.0,18.0,26.0,21.0,6.0,no,CADILLAC CTS,3.6,6.0,SemiAuto-8,4WD,Gasoline,midsize car,5.0,19.0,27.0,22.0,4.0,No
CADILLAC Escalade,6.2,8.0,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2.0,no,CADILLAC Escalade,6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,3.0,14.0,23.0,17.0,3.0,No
CADILLAC Escalade,6.2,8.0,Auto-L6,2WD,Gasoline,SUV,6.0,12.0,19.0,14.0,2.0,no,CADILLAC Escalade,6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,3.0,14.0,21.0,17.0,3.0,No
CADILLAC Escalade,6.2,8.0,Auto-L6,4WD,Gasoline,SUV,6.0,12.0,18.0,14.0,2.0,no,CADILLAC Escalade,6.2,8.0,Auto-10,2WD,Gasoline,standard SUV,3.0,14.0,23.0,17.0,3.0,No
CADILLAC Escalade,6.2,8.0,Auto-L6,4WD,Gasoline,SUV,6.0,12.0,18.0,14.0,2.0,no,CADILLAC Escalade,6.2,8.0,Auto-10,4WD,Gasoline,standard SUV,3.0,14.0,21.0,17.0,3.0,No
CHEVROLET Corvette,7.0,8.0,Man-6,2WD,Gasoline,small car,6.0,15.0,24.0,18.0,5.0,no,CHEVROLET Corvette,6.2,8.0,Man-7,2WD,Gasoline,small car,1.0,15.0,22.0,18.0,3.0,No
CHEVROLET Corvette,7.0,8.0,Man-6,2WD,Gasoline,small car,6.0,15.0,24.0,18.0,5.0,no,CHEVROLET Corvette,6.2,8.0,Man-7,2WD,Gasoline,small car,1.0,16.0,25.0,19.0,3.0,No
CHEVROLET Corvette,7.0,8.0,Man-6,2WD,Gasoline,small car,6.0,15.0,24.0,18.0,5.0,no,CHEVROLET Corvette,6.2,8.0,SemiAuto-8,2WD,Gasoline,small car,1.0,13.0,23.0,16.0,2.0,No
CHEVROLET Corvette,7.0,8.0,Man-6,2WD,Gasoline,small car,6.0,15.0,24.0,18.0,5.0,no,CHEVROLET Corvette,6.2,8.0,SemiAuto-8,2WD,Gasoline,small car,1.0,15.0,25.0,18.0,3.0,No
CHEVROLET Equinox,3.4,6.0,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5.0,no,CHEVROLET Equinox,1.5,4.0,Auto-6,2WD,Gasoline,small SUV,5.0,26.0,32.0,28.0,6.0,No
CHEVROLET Equinox,3.4,6.0,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5.0,no,CHEVROLET Equinox,1.5,4.0,Auto-6,4WD,Gasoline,small SUV,5.0,24.0,30.0,26.0,5.0,No
CHEVROLET Equinox,3.4,6.0,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5.0,no,CHEVROLET Equinox,1.6,4.0,Auto-6,2WD,Diesel,small SUV,3.0,28.0,39.0,32.0,6.0,No
CHEVROLET Equinox,3.4,6.0,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5.0,no,CHEVROLET Equinox,1.6,4.0,Auto-6,4WD,Diesel,small SUV,3.0,28.0,38.0,32.0,6.0,No
CHEVROLET Equinox,3.4,6.0,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5.0,no,CHEVROLET Equinox,2.0,4.0,Auto-9,2WD,Gasoline,small SUV,5.0,22.0,29.0,25.0,5.0,No
CHEVROLET Equinox,3.4,6.0,Auto-L5,2WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5.0,no,CHEVROLET Equinox,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5.0,22.0,28.0,24.0,5.0,No
CHEVROLET Equinox,3.4,6.0,Auto-L5,4WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5.0,no,CHEVROLET Equinox,1.5,4.0,Auto-6,2WD,Gasoline,small SUV,5.0,26.0,32.0,28.0,6.0,No
CHEVROLET Equinox,3.4,6.0,Auto-L5,4WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5.0,no,CHEVROLET Equinox,1.5,4.0,Auto-6,4WD,Gasoline,small SUV,5.0,24.0,30.0,26.0,5.0,No
CHEVROLET Equinox,3.4,6.0,Auto-L5,4WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5.0,no,CHEVROLET Equinox,1.6,4.0,Auto-6,2WD,Diesel,small SUV,3.0,28.0,39.0,32.0,6.0,No
CHEVROLET Equinox,3.4,6.0,Auto-L5,4WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5.0,no,CHEVROLET Equinox,1.6,4.0,Auto-6,4WD,Diesel,small SUV,3.0,28.0,38.0,32.0,6.0,No
CHEVROLET Equinox,3.4,6.0,Auto-L5,4WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5.0,no,CHEVROLET Equinox,2.0,4.0,Auto-9,2WD,Gasoline,small SUV,5.0,22.0,29.0,25.0,5.0,No
CHEVROLET Equinox,3.4,6.0,Auto-L5,4WD,Gasoline,SUV,7.0,17.0,24.0,19.0,5.0,no,CHEVROLET Equinox,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5.0,22.0,28.0,24.0,5.0,No
CHEVROLET Equinox,3.6,6.0,Auto-S6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5.0,no,CHEVROLET Equinox,1.5,4.0,Auto-6,2WD,Gasoline,small SUV,5.0,26.0,32.0,28.0,6.0,No
CHEVROLET Equinox,3.6,6.0,Auto-S6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5.0,no,CHEVROLET Equinox,1.5,4.0,Auto-6,4WD,Gasoline,small SUV,5.0,24.0,30.0,26.0,5.0,No
CHEVROLET Equinox,3.6,6.0,Auto-S6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5.0,no,CHEVROLET Equinox,1.6,4.0,Auto-6,2WD,Diesel,small SUV,3.0,28.0,39.0,32.0,6.0,No
CHEVROLET Equinox,3.6,6.0,Auto-S6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5.0,no,CHEVROLET Equinox,1.6,4.0,Auto-6,4WD,Diesel,small SUV,3.0,28.0,38.0,32.0,6.0,No
CHEVROLET Equinox,3.6,6.0,Auto-S6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5.0,no,CHEVROLET Equinox,2.0,4.0,Auto-9,2WD,Gasoline,small SUV,5.0,22.0,29.0,25.0,5.0,No
CHEVROLET Equinox,3.6,6.0,Auto-S6,2WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5.0,no,CHEVROLET Equinox,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5.0,22.0,28.0,24.0,5.0,No
CHEVROLET Equinox,3.6,6.0,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5.0,no,CHEVROLET Equinox,1.5,4.0,Auto-6,2WD,Gasoline,small SUV,5.0,26.0,32.0,28.0,6.0,No
CHEVROLET Equinox,3.6,6.0,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5.0,no,CHEVROLET Equinox,1.5,4.0,Auto-6,4WD,Gasoline,small SUV,5.0,24.0,30.0,26.0,5.0,No
CHEVROLET Equinox,3.6,6.0,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5.0,no,CHEVROLET Equinox,1.6,4.0,Auto-6,2WD,Diesel,small SUV,3.0,28.0,39.0,32.0,6.0,No
CHEVROLET Equinox,3.6,6.0,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5.0,no,CHEVROLET Equinox,1.6,4.0,Auto-6,4WD,Diesel,small SUV,3.0,28.0,38.0,32.0,6.0,No
CHEVROLET Equinox,3.6,6.0,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5.0,no,CHEVROLET Equinox,2.0,4.0,Auto-9,2WD,Gasoline,small SUV,5.0,22.0,29.0,25.0,5.0,No
CHEVROLET Equinox,3.6,6.0,Auto-S6,4WD,Gasoline,SUV,6.0,16.0,24.0,19.0,5.0,no,CHEVROLET Equinox,2.0,4.0,Auto-9,4WD,Gasoline,small SUV,5.0,22.0,28.0,24.0,5.0,No
CHEVROLET Impala,3.5,6.0,Auto-L4,2WD,Gasoline,large car,9.5,18.0,29.0,22.0,6.0,yes,CHEVROLET Impala,2.5,4.0,SemiAuto-6,2WD,Gasoline,large car,3.0,22.0,30.0,25.0,5.0,No
CHEVROLET Impala,3.5,6.0,Auto-L4,2WD,Gasoline,large car,9.5,18.0,29.0,22.0,6.0,yes,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gasoline,large car,7.0,19.0,28.0,22.0,4.0,No
CHEVROLET Impala,3.5,6.0,Auto-L4,2WD,Gasoline,large car,9.5,18.0,29.0,22.0,6.0,yes,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Ethanol,large car,5.0,14.0,20.0,16.0,4.0,No
CHEVROLET Impala,3.5,6.0,Auto-L4,2WD,Gasoline,large car,9.5,18.0,29.0,22.0,6.0,yes,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gas,large car,5.0,18.0,28.0,22.0,4.0,No
CHEVROLET Impala,5.3,8.0,Auto-L4,2WD,Gasoline,large car,6.0,16.0,25.0,19.0,5.0,no,CHEVROLET Impala,2.5,4.0,SemiAuto-6,2WD,Gasoline,large car,3.0,22.0,30.0,25.0,5.0,No
CHEVROLET Impala,5.3,8.0,Auto-L4,2WD,Gasoline,large car,6.0,16.0,25.0,19.0,5.0,no,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gasoline,large car,7.0,19.0,28.0,22.0,4.0,No
CHEVROLET Impala,5.3,8.0,Auto-L4,2WD,Gasoline,large car,6.0,16.0,25.0,19.0,5.0,no,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Ethanol,large car,5.0,14.0,20.0,16.0,4.0,No
CHEVROLET Impala,5.3,8.0,Auto-L4,2WD,Gasoline,large car,6.0,16.0,25.0,19.0,5.0,no,CHEVROLET Impala,3.6,6.0,SemiAuto-6,2WD,Gas,large car,5.0,18.0,28.0,22.0,4.0,No
CHEVROLET Malibu,3.5,6.0,Auto-L4,2WD,Gasoline,midsize car,7.0,18.0,29.0,22.0,6.0,yes,CHEVROLET Malibu,1.5,4.0,Auto-6,2WD,Gasoline,midsize car,6.0,27.0,36.0,30.0,7.0,Yes
